accession,genus,organism,length,gc,n_frac,verdict,reason
NZ_CP138474.1,Klebsiella,Klebsiella pneumoniae,112869,0.4896,0.000000,keep,
NZ_CP138473.1,Klebsiella,Klebsiella pneumoniae,8334,0.4149,0.000000,keep,
NZ_CP138493.1,Proteus,Proteus mirabilis,24225,0.5439,0.000000,keep,
NZ_CP138418.1,Escherichia,Escherichia coli,3774,0.5321,0.000000,keep,
NZ_CP138417.1,Escherichia,Escherichia coli,101526,0.5046,0.000000,keep,
NZ_CP136861.1,Oceanisphaera,Oceanisphaera sp.,2006,0.5219,0.000000,keep,
NZ_CP136860.1,Oceanisphaera,Oceanisphaera sp.,2477,0.4727,0.000000,keep,
NZ_CP136859.1,Oceanisphaera,Oceanisphaera sp.,4072,0.4818,0.000000,keep,
NZ_CP136858.1,Oceanisphaera,Oceanisphaera sp.,4149,0.4466,0.000000,keep,
NZ_CP136857.1,Oceanisphaera,Oceanisphaera sp.,114362,0.4800,0.000000,keep,
NZ_CP138396.1,Escherichia,Escherichia coli,16837,0.4092,0.000000,keep,
NZ_CP138395.1,Escherichia,Escherichia coli,46570,0.4678,0.000000,keep,
NZ_CP138394.1,Escherichia,Escherichia coli,79037,0.5170,0.000000,keep,
NZ_CP138411.1,Escherichia,Escherichia coli,52523,0.4826,0.000000,keep,
NZ_CP138410.1,Escherichia,Escherichia coli,88209,0.5178,0.000000,keep,
NZ_CP138409.1,Escherichia,Escherichia coli,4726,0.4448,0.000000,keep,
NZ_CP138408.1,Escherichia,Escherichia coli,115560,0.4789,0.000000,keep,
NZ_CP138398.1,Escherichia,Escherichia coli,288082,0.4792,0.000000,keep,
NZ_CP138406.1,Escherichia,Escherichia coli,69211,0.4982,0.000000,keep,
NZ_CP138405.1,Escherichia,Escherichia coli,101052,0.4860,0.000000,keep,
NZ_CP138404.1,Escherichia,Escherichia coli,47171,0.4536,0.000000,keep,
NZ_CP138403.1,Escherichia,Escherichia coli,7167,0.4370,0.000000,keep,
NZ_CP138402.1,Escherichia,Escherichia coli,7590,0.5968,0.000000,keep,
NZ_CP138401.1,Escherichia,Escherichia coli,26938,0.5100,0.000000,keep,
NZ_CP138400.1,Escherichia,Escherichia coli,3167,0.4610,0.000000,keep,
NZ_CP138415.1,Escherichia,Escherichia coli,114454,0.5049,0.000000,keep,
NZ_CP138414.1,Escherichia,Escherichia coli,99580,0.4790,0.000000,keep,
NZ_CP138413.1,Escherichia,Escherichia coli,79989,0.5156,0.000000,keep,
NZ_CP123906.1,Corynebacterium,Corynebacterium sp.,35562,0.5695,0.000000,keep,
NZ_CP138659.1,Enterococcus,Enterococcus faecalis,82535,0.3419,0.000000,keep,
NZ_CP138652.1,Enterococcus,Enterococcus faecalis,15026,0.3566,0.000000,keep,
NZ_CP138651.1,Enterococcus,Enterococcus faecalis,56791,0.3439,0.000000,keep,
NZ_CP138650.1,Enterococcus,Enterococcus faecalis,71645,0.3603,0.000000,keep,
NZ_CP138649.1,Enterococcus,Enterococcus faecalis,74882,0.3545,0.000000,keep,
NZ_CP138640.1,Enterococcus,Enterococcus faecalis,4847,0.3778,0.000000,keep,
NZ_CP138639.1,Enterococcus,Enterococcus faecalis,5165,0.3677,0.000000,keep,
NZ_CP138638.1,Enterococcus,Enterococcus faecalis,21899,0.3524,0.000000,keep,
NZ_CP138565.1,Klebsiella,Klebsiella pneumoniae,299660,0.5014,0.000000,keep,
NZ_CP138564.1,Klebsiella,Klebsiella pneumoniae,119995,0.5172,0.000000,keep,
NZ_CP138563.1,Klebsiella,Klebsiella pneumoniae,76517,0.5192,0.000000,keep,
NZ_CP138562.1,Klebsiella,Klebsiella pneumoniae,5596,0.5114,0.000000,keep,
NZ_CP138561.1,Klebsiella,Klebsiella pneumoniae,111709,0.4914,0.000000,keep,
NZ_CP138560.1,Klebsiella,Klebsiella pneumoniae,10060,0.5506,0.000000,keep,
NZ_CP138558.1,Klebsiella,Klebsiella pneumoniae,300352,0.5015,0.000000,keep,
NZ_CP138557.1,Klebsiella,Klebsiella pneumoniae,110222,0.5249,0.000000,keep,
NZ_CP138556.1,Klebsiella,Klebsiella pneumoniae,76517,0.5192,0.000000,keep,
NZ_CP138555.1,Klebsiella,Klebsiella pneumoniae,5596,0.5114,0.000000,reject,F6_dup_sequence
NZ_CP138554.1,Klebsiella,Klebsiella pneumoniae,111709,0.4914,0.000000,reject,F6_dup_sequence
NZ_CP138553.1,Klebsiella,Klebsiella pneumoniae,10060,0.5506,0.000000,keep,
NZ_CP138524.1,Klebsiella,Klebsiella pneumoniae,194581,0.5042,0.000000,keep,
NZ_CP138523.1,Klebsiella,Klebsiella pneumoniae,59765,0.5242,0.000000,keep,
NZ_CP138522.1,Klebsiella,Klebsiella pneumoniae,84876,0.5412,0.000000,keep,
NZ_CP138521.1,Klebsiella,Klebsiella pneumoniae,125150,0.5294,0.000000,keep,
NZ_CP138520.1,Klebsiella,Klebsiella pneumoniae,5596,0.5113,0.000000,keep,
NZ_CP138519.1,Klebsiella,Klebsiella pneumoniae,11970,0.5559,0.000000,keep,
NZ_CP138518.1,Klebsiella,Klebsiella pneumoniae,111727,0.4895,0.000000,keep,
NZ_CP138530.1,Klebsiella,Klebsiella pneumoniae,173510,0.5179,0.000000,keep,
NZ_CP138529.1,Klebsiella,Klebsiella pneumoniae,154719,0.5308,0.000000,keep,
NZ_CP138528.1,Klebsiella,Klebsiella pneumoniae,5596,0.5114,0.000000,keep,
NZ_CP138527.1,Klebsiella,Klebsiella pneumoniae,54515,0.5275,0.000000,keep,
NZ_CP138526.1,Klebsiella,Klebsiella pneumoniae,10060,0.5506,0.000000,keep,
NZ_CP138657.1,Enterococcus,Enterococcus faecalis,82106,0.3469,0.000000,keep,
NZ_CP138656.1,Enterococcus,Enterococcus faecalis,84891,0.3486,0.000000,keep,
NZ_CP138654.1,Enterococcus,Enterococcus faecalis,53680,0.3553,0.000000,keep,
NZ_CP138544.1,Klebsiella,Klebsiella pneumoniae,300352,0.5015,0.000000,reject,F6_dup_sequence
NZ_CP138543.1,Klebsiella,Klebsiella pneumoniae,113081,0.5246,0.000000,keep,
NZ_CP138542.1,Klebsiella,Klebsiella pneumoniae,76517,0.5192,0.000000,keep,
NZ_CP138541.1,Klebsiella,Klebsiella pneumoniae,5596,0.5114,0.000000,keep,
NZ_CP138540.1,Klebsiella,Klebsiella pneumoniae,111709,0.4914,0.000000,reject,F6_dup_sequence
NZ_CP138539.1,Klebsiella,Klebsiella pneumoniae,10060,0.5506,0.000000,keep,
NZ_CP138647.1,Enterococcus,Enterococcus faecalis,4847,0.3778,0.000000,reject,F6_dup_sequence
NZ_CP138646.1,Enterococcus,Enterococcus faecalis,5960,0.3676,0.000000,keep,
NZ_CP138645.1,Enterococcus,Enterococcus faecalis,48434,0.3343,0.000000,keep,
NZ_CP138644.1,Enterococcus,Enterococcus faecalis,50088,0.3487,0.000000,keep,
NZ_CP138643.1,Enterococcus,Enterococcus faecalis,107646,0.3539,0.000000,keep,
NZ_CP138551.1,Klebsiella,Klebsiella pneumoniae,291068,0.5052,0.000000,keep,
NZ_CP138550.1,Klebsiella,Klebsiella pneumoniae,110221,0.5249,0.000000,keep,
NZ_CP138549.1,Klebsiella,Klebsiella pneumoniae,76517,0.5192,0.000000,reject,F6_dup_sequence
NZ_CP138548.1,Klebsiella,Klebsiella pneumoniae,5596,0.5114,0.000000,keep,
NZ_CP138547.1,Klebsiella,Klebsiella pneumoniae,111709,0.4914,0.000000,keep,
NZ_CP138546.1,Klebsiella,Klebsiella pneumoniae,10060,0.5506,0.000000,keep,
NZ_CP138537.1,Klebsiella,Klebsiella pneumoniae,258248,0.5163,0.000000,keep,
NZ_CP138536.1,Klebsiella,Klebsiella pneumoniae,59933,0.5241,0.000000,keep,
NZ_CP138535.1,Klebsiella,Klebsiella pneumoniae,133059,0.5318,0.000000,keep,
NZ_CP138534.1,Klebsiella,Klebsiella pneumoniae,5596,0.5114,0.000000,keep,
NZ_CP138533.1,Klebsiella,Klebsiella pneumoniae,54880,0.5277,0.000000,keep,
NZ_CP138532.1,Klebsiella,Klebsiella pneumoniae,10060,0.5506,0.000000,reject,F6_dup_sequence
NZ_CP138514.1,Variovorax,Variovorax paradoxus,1192185,0.6727,0.000000,reject,F3_chromosome_sized
NZ_CP138516.1,Variovorax,Variovorax paradoxus,1298350,0.6709,0.000000,reject,F3_chromosome_sized
NZ_OQ821208.1,Klebsiella,Klebsiella variicola,66170,0.5323,0.000000,keep,
NZ_OQ821204.1,Enterobacter,Enterobacter hormaechei,53258,0.5264,0.000000,keep,
NZ_OQ821193.1,Enterobacter,Enterobacter hormaechei,85667,0.5396,0.000000,keep,
NZ_OQ821171.1,Klebsiella,Klebsiella variicola,60953,0.5606,0.000000,keep,
NZ_OQ821162.1,Enterobacter,Enterobacter hormaechei,72241,0.5335,0.000000,keep,
NZ_OQ821115.1,Klebsiella,Klebsiella pneumoniae,116048,0.5399,0.000000,keep,
NZ_CP137202.1,Citrobacter,Citrobacter freundii,333190,0.4769,0.000000,keep,
NZ_OQ821205.1,Escherichia,Escherichia coli,61260,0.5232,0.000000,keep,
NZ_OQ821196.1,Serratia,Serratia marcescens,67187,0.5312,0.000000,keep,
NZ_OQ821144.1,Citrobacter,Citrobacter freundii,195919,0.5306,0.000000,keep,
NZ_OQ821097.1,Klebsiella,Klebsiella pneumoniae,175879,0.5362,0.000000,keep,
NZ_OR237555.1,Lentilactobacillus,Lentilactobacillus parabuchneri,33452,0.3777,0.000000,keep,
NZ_OQ821166.1,Enterobacter,Enterobacter asburiae,72331,0.5339,0.000000,keep,
NZ_OQ821201.1,Enterobacter,Enterobacter hormaechei,53262,0.5264,0.000000,keep,
NZ_OQ821173.1,Klebsiella,Klebsiella pneumoniae,297657,0.4815,0.000000,keep,
NZ_OQ821051.1,Enterobacter,Enterobacter hormaechei,48780,0.4803,0.000000,keep,
NZ_OQ821116.1,Escherichia,Escherichia coli,16730,0.5713,0.000000,keep,
NZ_OQ821105.1,Escherichia,Escherichia coli,15534,0.5773,0.000000,keep,
NZ_OQ821211.1,Klebsiella,Klebsiella oxytoca,91031,0.5369,0.000000,keep,
NZ_OQ821203.1,Klebsiella,Klebsiella pneumoniae,168037,0.5347,0.000000,keep,
NZ_OQ821165.1,Klebsiella,Klebsiella pneumoniae,72331,0.5339,0.000000,keep,
NZ_OQ821061.1,Enterobacter,Enterobacter asburiae,374668,0.5165,0.000000,keep,
NZ_OQ821160.1,Klebsiella,Klebsiella oxytoca,72196,0.5334,0.000000,keep,
NZ_OQ821161.1,Klebsiella,Klebsiella quasipneumoniae,72331,0.5339,0.000000,reject,F6_dup_sequence
NZ_OQ821192.1,Enterobacter,Enterobacter hormaechei,85577,0.5394,0.000000,keep,
NZ_OQ821145.1,Klebsiella,Klebsiella pneumoniae,72061,0.5330,0.000000,keep,
NZ_OQ821147.1,Enterobacter,Enterobacter ludwigii,72242,0.5336,0.000000,keep,
NZ_OQ821150.1,Klebsiella,Klebsiella variicola,72241,0.5336,0.000000,keep,
NZ_OQ821062.1,Klebsiella,Klebsiella pneumoniae,177739,0.5356,0.000000,keep,
NZ_OQ821182.1,Serratia,Serratia marcescens,15615,0.6154,0.000000,keep,
NZ_OQ821092.1,Klebsiella,Klebsiella pneumoniae,62691,0.5338,0.000000,keep,
NZ_OQ821197.1,Klebsiella,Klebsiella pneumoniae,85667,0.5396,0.000000,reject,F6_dup_sequence
NZ_OQ821122.1,Klebsiella,Klebsiella pneumoniae,72331,0.5339,0.000000,reject,F6_dup_sequence
NZ_OQ821075.1,Klebsiella,Klebsiella pneumoniae,66638,0.5317,0.000000,keep,
NZ_OQ821206.1,Klebsiella,Klebsiella pneumoniae,54323,0.5262,0.000000,keep,
NZ_OQ821159.1,Klebsiella,Klebsiella pneumoniae,72331,0.5339,0.000000,reject,F6_dup_sequence
NZ_OQ821158.1,Raoultella,Raoultella planticola,72196,0.5334,0.000000,keep,
NZ_OQ821102.1,Klebsiella,Klebsiella pneumoniae,113639,0.5393,0.000000,keep,
NZ_OQ821191.1,Serratia,Serratia marcescens,67935,0.5334,0.000000,keep,
NZ_OQ821120.1,Klebsiella,Klebsiella pneumoniae,72331,0.5339,0.000000,reject,F6_dup_sequence
NZ_OQ821103.1,Klebsiella,Klebsiella pneumoniae,107005,0.5375,0.000000,keep,
NZ_OQ821183.1,Serratia,Serratia marcescens,88281,0.5398,0.000000,keep,
NZ_OQ821175.1,Klebsiella,Klebsiella pneumoniae,82438,0.5341,0.000000,keep,
NZ_OQ821095.1,Klebsiella,Klebsiella pneumoniae,182180,0.5351,0.000000,keep,
NZ_OQ821107.1,Klebsiella,Klebsiella pneumoniae,179374,0.5319,0.000000,keep,
NZ_OQ821190.1,Enterobacter,Enterobacter hormaechei,72523,0.5332,0.000000,keep,
NZ_OQ821184.1,Citrobacter,Citrobacter freundii,76592,0.5335,0.000000,keep,
NZ_OQ821098.1,Escherichia,Escherichia coli,60034,0.5316,0.000000,keep,
NZ_OQ821194.1,Citrobacter,Citrobacter freundii,13587,0.5728,0.000000,keep,
NZ_OQ821199.1,Citrobacter,Citrobacter freundii,13234,0.6037,0.000000,keep,
NZ_OQ821210.1,Citrobacter,Citrobacter freundii,84804,0.5404,0.000000,keep,
NZ_OQ821050.1,Klebsiella,Klebsiella pneumoniae,113639,0.5393,0.000000,keep,
NZ_OQ821130.1,Escherichia,Escherichia coli,72331,0.5338,0.000000,keep,
NZ_OQ821133.1,Klebsiella,Klebsiella pneumoniae,72241,0.5336,0.000000,reject,F6_dup_sequence
NZ_OQ821200.1,Enterobacter,Enterobacter hormaechei,53262,0.5265,0.000000,keep,
NZ_OQ821195.1,Klebsiella,Klebsiella pneumoniae,48780,0.4803,0.000000,reject,F6_dup_sequence
NZ_OQ821207.1,Citrobacter,Citrobacter freundii,52060,0.4814,0.000000,keep,
NZ_OQ821119.1,Klebsiella,Klebsiella pneumoniae,72331,0.5339,0.000000,reject,F6_dup_sequence
NZ_OQ821202.1,Enterobacter,Enterobacter hormaechei,56929,0.5286,0.000000,keep,
NZ_OQ821101.1,Klebsiella,Klebsiella pneumoniae,113639,0.5393,0.000000,reject,F6_dup_sequence
NZ_OQ821108.1,Enterobacter,Enterobacter hormaechei,109773,0.5523,0.000000,keep,
NZ_OQ821151.1,Klebsiella,Klebsiella pneumoniae,72241,0.5336,0.000000,reject,F6_dup_sequence
NZ_OQ821104.1,Klebsiella,Klebsiella pneumoniae,113639,0.5393,0.000000,reject,F6_dup_sequence
NZ_OQ821181.1,Serratia,Serratia marcescens,87500,0.5380,0.000000,keep,
NZ_OQ821079.1,Enterobacter,Enterobacter hormaechei,48780,0.4803,0.000000,reject,F6_dup_sequence
NZ_OQ821178.1,Citrobacter,Citrobacter farmeri,82438,0.5341,0.000000,reject,F6_dup_sequence
NZ_OQ821164.1,Enterobacter,Enterobacter asburiae,72241,0.5336,0.000000,reject,F6_dup_sequence
NZ_OQ821054.1,Enterobacter,Enterobacter hormaechei,97905,0.5452,0.000000,keep,
NZ_OQ821089.1,Klebsiella,Klebsiella pneumoniae,66638,0.5317,0.000000,reject,F6_dup_sequence
NZ_OQ821180.1,Serratia,Serratia liquefaciens,56021,0.4766,0.000000,keep,
NZ_OQ821189.1,Citrobacter,Citrobacter freundii,78354,0.5319,0.000000,keep,
NZ_OQ821152.1,Enterobacter,Enterobacter hormaechei,72331,0.5339,0.000000,reject,F6_dup_sequence
NZ_OQ821141.1,Klebsiella,Klebsiella pneumoniae,72331,0.5339,0.000000,reject,F6_dup_sequence
NZ_OQ821137.1,Escherichia,Escherichia coli,72331,0.5338,0.000000,keep,
NZ_OQ821146.1,Klebsiella,Klebsiella variicola,72151,0.5333,0.000000,keep,
NZ_OQ821209.1,Escherichia,Escherichia coli,65786,0.5311,0.000000,keep,
NZ_OQ821157.1,Enterobacter,Enterobacter hormaechei,72332,0.5338,0.000000,keep,
NZ_OQ821106.1,Klebsiella,Klebsiella pneumoniae,113639,0.5393,0.000000,reject,F6_dup_sequence
NZ_OQ821188.1,Citrobacter,Citrobacter freundii,68835,0.4984,0.000000,keep,
NZ_OQ821177.1,Enterobacter,Enterobacter asburiae,83925,0.5334,0.000000,keep,
NZ_OQ821170.1,Klebsiella,Klebsiella variicola,63407,0.5195,0.000000,keep,
NZ_OR597496.1,Escherichia,Escherichia coli,3113,0.6261,0.000000,keep,
NZ_OQ821186.1,Citrobacter,Citrobacter freundii,68404,0.6410,0.000000,keep,
NZ_OQ821068.1,Enterobacter,Enterobacter hormaechei,109773,0.5523,0.000000,keep,
NZ_OQ821168.1,Escherichia,Escherichia coli,72242,0.5335,0.000000,keep,
NZ_OQ821163.1,Enterobacter,Enterobacter hormaechei,67789,0.5322,0.000000,keep,
NZ_OQ821154.1,Escherichia,Escherichia coli,75101,0.5327,0.000000,keep,
NZ_OQ821069.1,Enterobacter,Enterobacter hormaechei,109773,0.5523,0.000000,keep,
NZ_OQ821167.1,Citrobacter,Citrobacter amalonaticus,75191,0.5329,0.000000,keep,
NZ_OQ821134.1,Escherichia,Escherichia coli,71971,0.5327,0.000000,keep,
NZ_OQ821125.1,Citrobacter,Citrobacter freundii,72331,0.5339,0.000000,reject,F6_dup_sequence
NZ_OQ821212.1,Citrobacter,Citrobacter freundii,22942,0.5993,0.000000,keep,
NZ_OQ821169.1,Escherichia,Escherichia coli,194442,0.5318,0.000000,keep,
NZ_OQ821093.1,Citrobacter,Citrobacter amalonaticus,65638,0.5318,0.000000,keep,
NZ_OQ821187.1,Citrobacter,Citrobacter freundii,71058,0.6351,0.000000,keep,
NZ_OQ821176.1,Escherichia,Escherichia coli,82438,0.5341,0.000000,keep,
NZ_OQ821172.1,Klebsiella,Klebsiella pneumoniae,82438,0.5341,0.000000,reject,F6_dup_sequence
NZ_OQ821153.1,Enterobacter,Enterobacter hormaechei,72331,0.5339,0.000000,reject,F6_dup_sequence
NZ_OQ821148.1,Klebsiella,Klebsiella oxytoca,16261,0.5764,0.000000,keep,
NZ_OQ821143.1,Enterobacter,Enterobacter hormaechei,78375,0.5266,0.000000,keep,
NZ_OQ821110.1,Enterobacter,Enterobacter hormaechei,73070,0.5324,0.000000,keep,
NZ_OQ821198.1,Klebsiella,Klebsiella oxytoca,15084,0.5868,0.000000,keep,
NZ_OQ821179.1,Escherichia,Escherichia coli,76711,0.5355,0.000000,keep,
NZ_OQ821155.1,Citrobacter,Citrobacter freundii,195919,0.5306,0.000000,keep,
NZ_OQ821099.1,Escherichia,Escherichia coli,109773,0.5523,0.000000,keep,
NZ_OQ821140.1,Enterobacter,Enterobacter hormaechei,72151,0.5333,0.000000,keep,
NZ_CP137197.1,Citrobacter,Citrobacter freundii,98831,0.5562,0.000000,keep,
NZ_OQ821185.1,Enterobacter,Enterobacter hormaechei,65213,0.5330,0.000000,keep,
NZ_OQ821139.1,Hafnia,Hafnia paralvei,11144,0.5628,0.000000,keep,
CP138713.1,Klebsiella,Klebsiella pneumoniae,201318,0.5189,0.000000,keep,
CP138712.1,Klebsiella,Klebsiella pneumoniae,261020,0.4688,0.000000,keep,
CP138711.1,Klebsiella,Klebsiella pneumoniae,268953,0.4676,0.000000,keep,
CP138680.1,Klebsiella,Klebsiella pneumoniae,221802,0.5136,0.000000,keep,
NZ_OQ821149.1,Citrobacter,Citrobacter freundii,72196,0.5334,0.000000,keep,
NZ_OQ821135.1,Klebsiella,Klebsiella pneumoniae,71971,0.5327,0.000000,reject,F6_dup_sequence
NZ_OQ821111.1,Klebsiella,Klebsiella pneumoniae,116451,0.5392,0.000000,keep,
NZ_OQ821045.1,Citrobacter,Citrobacter freundii,43621,0.4827,0.000000,keep,
NZ_OQ821127.1,Klebsiella,Klebsiella oxytoca,72331,0.5339,0.000000,reject,F6_dup_sequence
NZ_OQ821056.1,Enterobacter,Enterobacter mori,223087,0.5222,0.000000,keep,
NZ_OQ821142.1,Citrobacter,Citrobacter werkmanii,72331,0.5339,0.000000,reject,F6_dup_sequence
NZ_OQ821086.1,Klebsiella,Klebsiella pneumoniae,75959,0.5265,0.000000,keep,
NZ_OQ821082.1,Escherichia,Escherichia coli,109773,0.5523,0.000000,reject,F6_dup_sequence
NZ_OQ821138.1,Citrobacter,Citrobacter freundii,71971,0.5327,0.000000,keep,
NZ_OQ821118.1,Escherichia,Escherichia coli,12710,0.5928,0.000000,keep,
NZ_OQ821076.1,Klebsiella,Klebsiella pneumoniae,48780,0.4803,0.000000,keep,
NZ_OQ821028.1,Enterobacter,Enterobacter hormaechei,43621,0.4827,0.000000,keep,
NZ_OQ821126.1,Enterobacter,Enterobacter hormaechei,78330,0.5265,0.000000,keep,
NZ_OQ821131.1,Klebsiella,Klebsiella aerogenes,72331,0.5338,0.000000,reject,F6_dup_sequence
NZ_OQ821094.1,Enterobacter,Enterobacter asburiae,48780,0.4803,0.000000,reject,F6_dup_sequence
NZ_OQ821073.1,Klebsiella,Klebsiella pneumoniae,67113,0.5302,0.000000,keep,
NZ_OQ821117.1,Escherichia,Escherichia coli,16730,0.5713,0.000000,reject,F6_dup_sequence
NZ_OQ821113.1,Citrobacter,Citrobacter freundii,14437,0.5931,0.000000,keep,
NZ_OQ821124.1,Citrobacter,Citrobacter freundii,90282,0.5335,0.000000,keep,
NZ_OQ821096.1,Enterobacter,Enterobacter hormaechei,124700,0.5331,0.000000,keep,
NZ_OQ821091.1,Klebsiella,Klebsiella pneumoniae,109504,0.5356,0.000000,keep,
NZ_OQ821123.1,Escherichia,Escherichia coli,72331,0.5339,0.000000,reject,F6_dup_sequence
NZ_OQ821128.1,Enterobacter,Enterobacter hormaechei,72331,0.5338,0.000000,reject,F6_dup_sequence
NZ_OQ821064.1,Enterobacter,Enterobacter hormaechei,97905,0.5452,0.000000,reject,F6_dup_sequence
NZ_OQ821021.1,Escherichia,Escherichia coli,170204,0.5270,0.000000,keep,
NZ_OQ821132.1,Enterobacter,Enterobacter hormaechei,72331,0.5338,0.000000,reject,F6_dup_sequence
NZ_OQ821100.1,Klebsiella,Klebsiella pneumoniae,113639,0.5393,0.000000,reject,F6_dup_sequence
NZ_OQ821070.1,Klebsiella,Klebsiella pneumoniae,104052,0.5544,0.000000,keep,
NZ_OQ821047.1,Escherichia,Escherichia coli,16177,0.5699,0.000000,keep,
NZ_OQ821074.1,Enterobacter,Enterobacter hormaechei,73851,0.5347,0.000000,keep,
NZ_OQ821077.1,Klebsiella,Klebsiella pneumoniae,66638,0.5317,0.000000,reject,F6_dup_sequence
NZ_OQ821121.1,Escherichia,Escherichia coli,12710,0.5926,0.000000,keep,
NZ_OQ821037.1,Escherichia,Escherichia coli,52713,0.5248,0.000000,keep,
NZ_OQ821109.1,Klebsiella,Klebsiella pneumoniae,61533,0.5266,0.000000,keep,
NZ_CP137193.1,Citrobacter,Citrobacter freundii,326435,0.4892,0.000000,keep,
NZ_OQ821087.1,Klebsiella,Klebsiella oxytoca,109773,0.5523,0.000000,reject,F6_dup_sequence
NZ_OQ821114.1,Klebsiella,Klebsiella pneumoniae,13843,0.5658,0.000000,keep,
NZ_OQ821081.1,Klebsiella,Klebsiella oxytoca,68049,0.5373,0.000000,keep,
NZ_OQ821080.1,Enterobacter,Enterobacter hormaechei,97905,0.5451,0.000000,keep,
NZ_OQ821057.1,Klebsiella,Klebsiella pneumoniae,109773,0.5523,0.000000,keep,
NZ_OQ821112.1,Citrobacter,Citrobacter freundii,14437,0.5931,0.000000,reject,F6_dup_sequence
NZ_OQ821078.1,Enterobacter,Enterobacter hormaechei,97607,0.5454,0.000000,keep,
NZ_OQ821084.1,Klebsiella,Klebsiella pneumoniae,74182,0.5351,0.000000,keep,
NZ_OQ821067.1,Klebsiella,Klebsiella pneumoniae,87325,0.5223,0.000000,keep,
NZ_OQ821063.1,Klebsiella,Klebsiella oxytoca,59359,0.5323,0.000000,keep,
NZ_OQ821174.1,Klebsiella,Klebsiella pneumoniae,18692,0.5623,0.000000,keep,
NZ_OQ821038.1,Klebsiella,Klebsiella pneumoniae,45568,0.4738,0.000000,keep,
NZ_OQ821129.1,Klebsiella,Klebsiella quasipneumoniae,72331,0.5338,0.000000,reject,F6_dup_sequence
NZ_OQ821066.1,Klebsiella,Klebsiella pneumoniae,87325,0.5223,0.000000,keep,
NZ_OQ821083.1,Enterobacter,Enterobacter hormaechei,97905,0.5452,0.000000,keep,
NZ_OQ821065.1,Klebsiella,Klebsiella pneumoniae,87325,0.5223,0.000000,keep,
NZ_OQ821071.1,Enterobacter,Enterobacter hormaechei,97905,0.5452,0.000000,reject,F6_dup_sequence
NZ_OQ821059.1,Enterobacter,Enterobacter cloacae,90910,0.5427,0.000000,keep,
NZ_OQ821090.1,Kluyvera,Kluyvera ascorbata,48780,0.4802,0.000000,keep,
NZ_OQ821136.1,Klebsiella,Klebsiella pneumoniae,72196,0.5332,0.000000,keep,
NZ_OQ821156.1,Klebsiella,Klebsiella pneumoniae,72331,0.5339,0.000000,reject,F6_dup_sequence
NZ_CP137519.1,Pseudomonas,Pseudomonas aeruginosa,50705,0.5924,0.000000,keep,
NZ_OQ821016.1,Escherichia,Escherichia coli,77421,0.5264,0.000000,keep,
NZ_CP137199.1,Citrobacter,Citrobacter freundii,71155,0.5369,0.000000,keep,
NZ_OQ821055.1,Citrobacter,Citrobacter koseri,61996,0.5318,0.000000,keep,
NZ_OQ821033.1,Enterobacter,Enterobacter hormaechei,53256,0.5263,0.000000,keep,
NZ_OQ821088.1,Escherichia,Escherichia coli,15680,0.5738,0.000000,keep,
NZ_OQ821039.1,Enterobacter,Enterobacter hormaechei,43621,0.4827,0.000000,reject,F6_dup_sequence
NZ_CP137164.1,Escherichia,Escherichia coli,113584,0.4585,0.000000,keep,
NZ_CP137204.1,Citrobacter,Citrobacter freundii,142801,0.5217,0.000000,keep,
NZ_CP137196.1,Citrobacter,Citrobacter freundii,4921,0.5503,0.000000,keep,
NZ_OQ821052.1,Enterobacter,Enterobacter hormaechei,73665,0.5342,0.000000,keep,
NZ_OQ821018.1,Klebsiella,Klebsiella michiganensis,73380,0.5306,0.000000,keep,
NZ_CP137181.1,Citrobacter,Citrobacter freundii,84695,0.5064,0.000000,keep,
NZ_CP137168.1,Citrobacter,Citrobacter braakii,336597,0.4773,0.000000,keep,
NZ_OQ821048.1,Citrobacter,Citrobacter freundii,43621,0.4827,0.000000,keep,
NZ_OQ821043.1,Citrobacter,Citrobacter freundii,43621,0.4827,0.000000,keep,
NZ_OQ821060.1,Escherichia,Escherichia coli,69198,0.5328,0.000000,keep,
NZ_OQ821046.1,Escherichia,Escherichia coli,53258,0.5263,0.000000,keep,
NZ_OQ821053.1,Citrobacter,Citrobacter freundii,15908,0.5529,0.000000,keep,
NZ_OQ821049.1,Escherichia,Escherichia coli,56512,0.4974,0.000000,keep,
NZ_OQ821042.1,Enterobacter,Enterobacter hormaechei,52060,0.4814,0.000000,keep,
NZ_CP137198.1,Citrobacter,Citrobacter freundii,4665,0.5113,0.000000,keep,
NZ_OQ821027.1,Enterobacter,Enterobacter hormaechei,66638,0.5317,0.000000,keep,
NZ_CP137180.1,Citrobacter,Citrobacter freundii,161177,0.5404,0.000000,keep,
NZ_OQ821032.1,Escherichia,Escherichia coli,57261,0.5284,0.000000,keep,
NZ_CP137189.1,Citrobacter,Citrobacter freundii,61158,0.5056,0.000000,keep,
NZ_OQ821020.1,Enterobacter,Enterobacter cloacae,76768,0.5235,0.000000,keep,
NZ_OQ821041.1,Enterobacter,Enterobacter hormaechei,66942,0.5418,0.000000,keep,
NZ_OQ821014.1,Klebsiella,Klebsiella michiganensis,69726,0.5309,0.000000,keep,
NZ_CP137176.1,Citrobacter,Citrobacter freundii,54035,0.4903,0.000000,keep,
